平台,link,品牌,产品,型号,类别,价格,总评价数,好评率,好评数,中评数,差评数,追评数,晒图数,标题,产品ID,抓取时间
京东,https://item.jd.com/27526848152.html,拜尔（BAIR）,拜尔（BAIR）成人电动牙刷,拜尔电动牙刷成人充电牙刷声波自动软毛牙刷防水美白情侣牙刷电动X1 X1粉红色,家用电器,248.00,10,1.0,10,0,0,0,0,"拜尔', '充电', '声波自动软毛', '防水美白情侣', 'X1 X1粉红色",27526848152,2018-05-17 23:54:50
京东,https://item.jd.com/27521318813.html,朗冠（LANGGUAN）,朗冠（LANGGUAN）成人电动牙刷,朗冠X5电动牙刷成人款超声波充电式软毛家用震动全自动情侣美白智能无线充电式防水 雪山白,家用电器,198.00,100,1.0,100,0,0,5,100,"朗冠X5', '款超声波充电式软毛家用震动全自动情侣美白智能无线充电式防水 雪山白",27521318813,2018-05-17 23:54:50
京东,https://item.jd.com/10846105260.html,JOYJULY,JOYJULY成人电动牙刷,JOYJULY 【5挡智控】韩国电动牙刷成人声波充电式震动智能牙刷 温柔粉,家用电器,178.00,400,0.98,400,4,2,3,70,"挡智控】韩国', '声波充电式震动智能', ' 温柔粉",10846105260,2018-05-17 23:54:51
京东,https://item.jd.com/10845589125.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,【520礼物】飞利浦（PHILIPS） 电动牙刷成人 洁牙器充电式声波震动式 进口牙刷头 除牙菌斑专用亮白型HX6231,家用电器,399.00,20,1.0,20,0,0,1,7,"礼物】飞利浦（PHILIPS） ', ' 洁牙器充电式声波震动式 进口', '头 除牙菌斑专用亮白型HX6231",10845589125,2018-05-17 23:54:52
京东,https://item.jd.com/25542529623.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷成人充电式声波震动自动牙刷 HX8962/05,家用电器,579.00,20,0.95,20,0,1,0,3,"飞利浦（PHILIPS） ', '充电式声波震动自动', ' HX8962/05",25542529623,2018-05-17 23:54:52
京东,https://item.jd.com/28062084385.html,海尔（haier）,海尔（haier）成人电动牙刷,海尔/Haier电动牙刷成人充电声波牙刷家用自动软毛防水震动净白 极光银2刷头,家用电器,189.00,8,1.0,8,0,0,0,0,"海尔/Haier', '充电声波', '家用自动软毛防水震动净白 极光银2刷头",28062084385,2018-05-17 23:54:52
京东,https://item.jd.com/10704867366.html,纽乐（NEWLY）,纽乐（NEWLY）成人电动牙刷,纽乐（NEWLY） NY511 360度旋转式儿童成人通用款电动牙刷  进口软毛适合3岁 魔力蓝7-14岁,家用电器,198.00,100,0.98,100,1,2,0,4,"纽乐（NEWLY） NY511 360度旋转式儿童', '通用款', '  进口软毛适合3岁 魔力蓝7-14岁",10704867366,2018-05-17 23:54:52
京东,https://item.jd.com/27787792251.html,吉登（JIDENG）,吉登（JIDENG）成人电动牙刷,吉登(JIDENG)声波电动牙刷成人情侣家用软毛充电自动牙刷 樱花粉-升级装4刷头,家用电器,149.00,200,0.99,200,0,1,1,20,"吉登(JIDENG)声波', '情侣家用软毛充电自动', ' 樱花粉-升级装4刷头",27787792251,2018-05-17 23:54:52
京东,https://item.jd.com/25759758159.html,固得白（GOODPI）,固得白（GOODPI）成人电动牙刷,固得白（GOODPI）电动牙刷成人充电式声波震动牙刷口腔护理情侣牙刷自动防水牙刷 粉红色,家用电器,179.00,10,1.0,10,0,0,0,1,"固得白（GOODPI）', '充电式声波震动', '口腔护理情侣', '自动防水', ' 粉红色",25759758159,2018-05-17 23:54:52
京东,https://item.jd.com/1195546544.html,千百媚（QBM）,千百媚（QBM）成人电动牙刷,千百媚（QBM） 千百媚DY-09电动牙刷 声波电动牙刷头声波震动儿童电动牙刷成人 蓝色细软毛,家用电器,75.00,2700,0.95,2600,60,40,5,100,"千百媚（QBM） 千百媚DY-09', ' 声波', '头声波震动儿童', ' 蓝色细软毛",1195546544,2018-05-17 23:54:52
京东,https://item.jd.com/25977225856.html,康佳（KONKA）,康佳（KONKA）成人电动牙刷,康佳（KONKA）[买一送二] 电动牙刷成人声波电动牙刷情侣款充电式自动声波震动牙刷洗牙器KZ-6S 璀璨白,家用电器,199.00,100,1.0,100,0,0,1,20,"康佳（KONKA）[买一送二] ', '声波', '情侣款充电式自动声波震动', '洗牙器KZ-6S 璀璨白",25977225856,2018-05-17 23:54:52
京东,https://item.jd.com/18722348622.html,欧乐B（Oral-B）,欧乐B（Oral-B）成人电动牙刷,欧乐B（Oral-B）德国进口博朗欧乐b电动牙刷成人情侣3D充电式旋转式牙刷D16 粉红色,家用电器,269.00,100,0.99,100,0,1,0,2,"欧乐B（Oral-B）德国进口博朗欧乐b', '情侣3D充电式旋转式', 'D16 粉红色",18722348622,2018-05-17 23:54:52
京东,https://item.jd.com/22201135364.html,飞利浦（Philips）,飞利浦（Philips）成人电动牙刷,飞利浦（Philips） 情人节礼物 电动牙刷成人充电声波震动情侣牙刷钻石亮白型 升级版 HX9172/19 带紫外线刷头消毒器,家用电器,579.00,300,0.98,300,2,3,9,30,"飞利浦（Philips） 情人节礼物 ', '充电声波震动情侣', '钻石亮白型 升级版 HX9172/19 带紫外线刷头消毒器",22201135364,2018-05-17 23:54:52
京东,https://item.jd.com/12514635468.html,千山,千山成人电动牙刷,【全机身防水】千山 成人声波电动牙刷男女士软毛智能儿童电动牙刷 5档调节 优雅蓝,家用电器,188.80,3300,0.99,3300,5,6,10,90,"全机身防水】千山 ', '声波', '男女士软毛智能儿童', ' 5档调节 优雅蓝",12514635468,2018-05-17 23:54:52
京东,https://item.jd.com/28027864691.html,小米（MI）,小米（MI）成人电动牙刷,【现货速发】小米 米家声波电动牙刷家用智能成人防水充电式震动牙刷 米家声波牙刷+mini刷头,家用电器,256.00,300,0.99,300,2,0,0,10,"现货速发】小米 米家声波', '家用智能', '防水充电式震动', ' 米家声波', '+mini刷头",28027864691,2018-05-17 23:54:52
京东,https://item.jd.com/5513643.html,西屋（Westinghouse）,西屋（Westinghouse）成人电动牙刷,西屋WT-301B,家用电器,439.00,400,1.0,400,0,0,10,80,"西屋（Westinghouse）', ' 声波', ' ', '充电式情侣声波震动', 'WT-301B（蓝色",5513643,2018-05-17 23:54:52
京东,https://item.jd.com/27484880009.html,海尔（Haier）,海尔（Haier）成人电动牙刷,海尔/Haier电动牙刷成人声波式振动情侣软毛防水自动充电式牙刷dy12净白 爵士黑（四刷头）,家用电器,289.00,8,1.0,8,0,0,0,0,"海尔/Haier', '声波式振动情侣软毛防水自动充电式', 'dy12净白 爵士黑（四刷头",27484880009,2018-05-17 23:54:52
京东,https://item.jd.com/14544193967.html,赛嘉（seago）,赛嘉（seago）成人电动牙刷,赛嘉（seago） 电动牙刷家用成人自动声波震动牙刷软毛情侣款 老人款（冰川蓝）,家用电器,39.00,7600,0.93,7100,300,200,10,700,"赛嘉（seago） ', '家用', '自动声波震动', '软毛情侣款 老人款（冰川蓝",14544193967,2018-05-17 23:54:52
京东,https://item.jd.com/17255278451.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷成人充电式声波震动情侣自动牙刷(HX3216升级) HX3226/41柔美樱粉,家用电器,259.00,7,1.0,7,0,0,0,0,"飞利浦（PHILIPS） ', '充电式声波震动情侣自动', '(HX3216升级) HX3226/41柔美樱粉",17255278451,2018-05-17 23:54:52
京东,https://item.jd.com/27601396741.html,小米（MI）,小米（MI）成人电动牙刷,【速发】小米（MI）电动牙刷 米家声波电动牙刷 充电式自动家用软毛成人儿童智能牙刷头 智能电动牙刷头通用型(三支装),家用电器,75.00,7,1.0,7,0,0,0,0,"速发】小米（MI）', ' 米家声波', ' 充电式自动家用软毛', '儿童智能', '头 智能', '头通用型(三支装",27601396741,2018-05-17 23:54:52
京东,https://item.jd.com/27626572447.html,拜尔（BAIR）,拜尔（BAIR）成人电动牙刷,拜尔电动牙刷成人充电式牙刷声波自动智能牙刷防水软毛美白锂电版X7 X7钻石白,家用电器,328.00,4,1.0,4,0,0,0,0,"拜尔', '充电式', '声波自动智能', '防水软毛美白锂电版X7 X7钻石白",27626572447,2018-05-17 23:54:52
京东,https://item.jd.com/27565197429.html,萌牙家（m-teeth）,萌牙家（m-teeth）成人电动牙刷,mteeth萌牙家电动牙刷X3星辰系列声波震动充电式成人软毛智能牙刷 松露黑,家用电器,409.00,1,1.0,1,0,0,0,1,"萌牙家', 'X3星辰系列声波震动充电式', '软毛智能', ' 松露黑",27565197429,2018-05-17 23:54:52
京东,https://item.jd.com/22052155548.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷充电式 成人声波震动牙刷 刷头 节日礼物 HX9332 白钻,家用电器,1099.00,300,0.99,300,2,0,3,20,"飞利浦（PHILIPS） ', '充电式 ', '声波震动', ' 刷头 节日礼物 HX9332 白钻",22052155548,2018-05-17 23:54:52
京东,https://item.jd.com/10473172940.html,欧乐-B,欧乐-B成人电动牙刷,欧乐B(Oral-B) 多动向电池型成人电动牙刷 （颜色随机发) 欧乐B多动向电池型1主体1刷头,家用电器,59.90,700,0.98,700,5,6,7,60,"欧乐B(Oral-B) 多动向电池型', ' （颜色随机发) 欧乐B多动向电池型1主体1刷头",10473172940,2018-05-17 23:54:52
京东,https://item.jd.com/10046949744.html,千百媚（QBM）,千百媚（QBM）成人电动牙刷,千百媚（QBM） 千百媚QBM【新品】C03声波电动牙刷 成人充电式自动牙刷 玫瑰金,家用电器,159.00,80,0.96,80,3,0,0,10,"千百媚（QBM） 千百媚QBM【新品】C03声波', ' ', '充电式自动', ' 玫瑰金",10046949744,2018-05-17 23:54:52
京东,https://item.jd.com/19583927536.html,Joincare,Joincare成人电动牙刷,Joincare 电动牙刷成人家用充电式旋转式儿童智能亮白震动自动定时提醒防水软毛情侣 天空蓝(共1只刷头),家用电器,169.00,600,1.0,600,0,0,6,40,家用充电式旋转式儿童智能亮白震动自动定时提醒防水软毛情侣 天空蓝(共1只刷头,19583927536,2018-05-17 23:54:52
京东,https://item.jd.com/13675740557.html,力博得（LEBOND）,力博得（LEBOND）成人电动牙刷,力博得（LEBOND） V2 声波电动牙刷成人 声波振动 充电智能防水软毛牙刷 数控版-沉稳黑,家用电器,229.00,11000,0.99,11000,30,30,20,300,"力博得（LEBOND） V2 声波', ' 声波振动 充电智能防水软毛', ' 数控版-沉稳黑",13675740557,2018-05-17 23:54:53
京东,https://item.jd.com/18724681805.html,欧乐B（Oral-B）,欧乐B（Oral-B）成人电动牙刷,欧乐B（Oral-B）德国进口博朗欧乐b电动牙刷成人3D充电式旋转式牙刷P2000白色 白色,家用电器,429.00,10,1.0,10,0,0,0,0,"欧乐B（Oral-B）德国进口博朗欧乐b', '3D充电式旋转式', 'P2000白色 白色",18724681805,2018-05-17 23:54:53
京东,https://item.jd.com/20616082984.html,PHILIPS,PHILIPS成人电动牙刷,飞利浦（PHILIPS）声波震动电动牙刷 亮美白充电式震动牙刷牙菌斑 两分钟时段计时成人牙刷 HX6761,家用电器,358.00,700,0.99,700,0,5,2,30,"飞利浦（PHILIPS）声波震动', ' 亮美白充电式震动', '牙菌斑 两分钟时段计时', ' HX6761",20616082984,2018-05-17 23:54:53
京东,https://item.jd.com/10833351583.html,力博得（LEBOND）,力博得（LEBOND）成人电动牙刷,力博得（LEBOND） I3 电动牙刷成人 声波智能振动牙刷充电式 和谐蓝,家用电器,599.00,8200,0.99,8100,30,20,10,300,"力博得（LEBOND） I3 ', ' 声波智能振动', '充电式 和谐蓝",10833351583,2018-05-17 23:54:53
京东,https://item.jd.com/11533872791.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,【情人节礼物】飞利浦（PHILIPS） 声波电动牙刷成人情侣款带旅行收纳盒震动充电式 典雅金钻 HX9312/02,家用电器,1299.00,13000,0.99,13000,8,10,200,3000,"情人节礼物】飞利浦（PHILIPS） 声波', '情侣款带旅行收纳盒震动充电式 典雅金钻 HX9312/02",11533872791,2018-05-17 23:54:53
京东,https://item.jd.com/14541383061.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS）电动牙刷成人充电式声波震动牙刷蓝牙版 钻石亮白智能型 HX9924/22冰晶粉,家用电器,1788.00,300,1.0,300,0,0,7,100,"飞利浦（PHILIPS）', '充电式声波震动', '蓝牙版 钻石亮白智能型 HX9924/22冰晶粉",14541383061,2018-05-17 23:54:53
京东,https://item.jd.com/12670532265.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 成人电动牙刷声波震动充电式牙刷HX3216 HX3226 绿色HX3216/31 HX3220,家用电器,175.00,90,0.98,80,1,0,0,4,"飞利浦（PHILIPS） ', '声波震动充电式', 'HX3216 HX3226 绿色HX3216/31 HX3220",12670532265,2018-05-17 23:54:53
京东,https://item.jd.com/21420203386.html,欧可林,欧可林成人电动牙刷,欧可林 Oclean SE青春版智能声波电动牙刷 成人充电变频防水蓝牙清洁震动app监控 半年装【水粉】【牙刷+2支水粉刷头】 Oclean SE青春版,家用电器,269.00,2000,0.98,2000,10,10,9,100,"欧可林 Oclean SE青春版智能声波', ' ', '充电变频防水蓝牙清洁震动app监控 半年装【水粉】【', '+2支水粉刷头】 Oclean SE青春版",21420203386,2018-05-17 23:54:53
京东,https://item.jd.com/25206135811.html,百灵,百灵成人电动牙刷,百灵 电动牙刷成人充电式旋转自动牙刷软毛家用防水牙刷K291 粉红色,家用电器,99.00,600,1.0,600,0,0,0,4,"百灵 ', '充电式旋转自动', '软毛家用防水', 'K291 粉红色",25206135811,2018-05-17 23:54:53
京东,https://item.jd.com/18313509137.html,吉登（JIDENG）,吉登（JIDENG）成人电动牙刷,吉登（JIDENG）声波电动牙刷成人情侣软毛自动牙刷非充电 樱花粉,家用电器,129.00,3000,0.99,3000,10,10,3,80,"吉登（JIDENG）声波', '情侣软毛自动', '非充电 樱花粉",18313509137,2018-05-17 23:54:53
京东,https://item.jd.com/11249855193.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷HX9392/91钻石亮白型充电式成人声波震动无线,家用电器,1199.00,10,1.0,10,0,0,0,1,"飞利浦（PHILIPS） ', 'HX9392/91钻石亮白型充电式', '声波震动无线",11249855193,2018-05-17 23:54:53
京东,https://item.jd.com/10728854490.html,派克（Parker）,派克（Parker）成人电动牙刷,派克（Parker） 声波电动牙刷   感应式充电器  成人智能牙刷 白色 内配3刷头 软毛牙刷 派克PK-7430,家用电器,158.00,100,0.96,100,3,1,1,8,"派克（Parker） 声波', '   感应式充电器  ', '智能', ' 白色 内配3刷头 软毛', ' 派克PK-7430",10728854490,2018-05-17 23:54:53
京东,https://item.jd.com/24875847946.html,Fetrex,Fetrex成人电动牙刷,Fetrex 电动牙刷成人情侣款软毛刷头声波震动纳米家用智能无线充电便携式 白色,家用电器,298.00,300,1.0,300,0,0,1,7,情侣款软毛刷头声波震动纳米家用智能无线充电便携式 白色,24875847946,2018-05-17 23:54:53
京东,https://item.jd.com/11149276243.html,西屋（Westinghouse）,西屋（Westinghouse）成人电动牙刷,西屋（Westinghouse） 美国电动牙刷成人充电式情侣自动声波牙刷智能儿童牙刷头 WT-301B(蓝),家用电器,439.00,200,1.0,200,0,0,3,40,"西屋（Westinghouse） 美国', '充电式情侣自动声波', '智能儿童', '头 WT-301B(蓝",11149276243,2018-05-17 23:54:53
京东,https://item.jd.com/24270207777.html,百灵,百灵成人电动牙刷,百灵 电动牙刷成人款充电式声波自动牙刷软毛防水情侣款家用K76S1 黑色,家用电器,159.00,300,0.97,300,5,5,3,20,"百灵 ', '款充电式声波自动', '软毛防水情侣款家用K76S1 黑色",24270207777,2018-05-17 23:54:53
京东,https://item.jd.com/27560300372.html,欧乐B（Oral-B）,欧乐B（Oral-B）成人电动牙刷,欧乐B（Oral-B）电动牙刷成人德国进口博朗充电式3D牙刷D16/P6003D D16粉色,家用电器,279.00,80,1.0,80,0,0,0,0,"欧乐B（Oral-B）', '德国进口博朗充电式3D', 'D16/P6003D D16粉色",27560300372,2018-05-17 23:54:53
京东,https://item.jd.com/26122163345.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷成人进口牙刷头洁牙充电式电动声波牙刷 HX3216,家用电器,199.00,0,1.0,0,0,0,0,0,"飞利浦（PHILIPS） ', '进口', '头洁牙充电式', '声波', ' HX3216",26122163345,2018-05-17 23:54:53
京东,https://item.jd.com/16429868622.html,美看（Mcomb）,美看（Mcomb）成人电动牙刷,香港Mcomb（美看）声波电动牙刷 磁悬浮马达 感应式充电 智能定时 成人防水电动牙刷 浅粉色 五档,家用电器,289.00,1700,0.99,1700,3,0,0,50,"香港Mcomb（美看）声波', ' 磁悬浮马达 感应式充电 智能定时 ', '防水', ' 浅粉色 五档",16429868622,2018-05-17 23:54:53
京东,https://item.jd.com/19996950562.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷声波震动钻石亮白型成人智能无线充电版牙刷 HX9392,家用电器,1049.00,10,1.0,10,0,0,0,0,"飞利浦（PHILIPS） ', '声波震动钻石亮白型', '智能无线充电版', ' HX9392",19996950562,2018-05-17 23:54:54
京东,https://item.jd.com/3841247.html,小丑,小丑成人电动牙刷,小丑Q1F,家用电器,899.00,200,0.95,200,4,6,4,50,"小丑（joker）Q1F ', '超声波充电式', ' 萌爸款",3841247,2018-05-17 23:54:54
京东,https://item.jd.com/25595464689.html,舒客,舒客成人电动牙刷,舒客 G241X成人声波电动牙刷美白去渍充电声波牙刷 充电式全身防水软毛护龈清洁 樱花粉,家用电器,288.00,100,0.98,100,0,2,0,6,"舒客 G241X', '声波', '美白去渍充电声波', ' 充电式全身防水软毛护龈清洁 樱花粉",25595464689,2018-05-17 23:54:54
京东,https://item.jd.com/10475227774.html,欧乐-B,欧乐-B成人电动牙刷,欧乐-B 博朗（BRAUN）欧乐b D12系列成人电动牙刷 清亮型1主体1刷头,家用电器,159.00,900,0.96,800,10,10,7,100,"欧乐-B 博朗（BRAUN）欧乐b D12系列', ' 清亮型1主体1刷头",10475227774,2018-05-17 23:54:54
京东,https://item.jd.com/27865331287.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS) 电动牙刷HX6730 HX6761 成人充电式声波震动洁牙模式HX9172 HX9172,家用电器,589.00,100,1.0,100,0,0,0,7,"飞利浦（PHILIPS) ', 'HX6730 HX6761 ', '充电式声波震动洁牙模式HX9172 HX9172",27865331287,2018-05-17 23:54:54
京东,https://item.jd.com/26071855366.html,未来家,未来家成人电动牙刷,未来家 电动牙刷 声波感应电动牙刷 充电式牙刷 防水型配刷头 成人儿童电牙刷 蓝色 刷头,家用电器,15.90,30,1.0,30,0,0,0,1,"未来家 ', ' 声波感应', ' 充电式', ' 防水型配刷头 ', '儿童电', ' 蓝色 刷头",26071855366,2018-05-17 23:54:54
京东,https://item.jd.com/10719705434.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS）电动牙刷HX9372/04钻石亮白型成人充电式电动牙刷 魅惑紫钻,家用电器,1299.00,20,1.0,20,0,0,0,4,"飞利浦（PHILIPS）', 'HX9372/04钻石亮白型', '充电式', ' 魅惑紫钻",10719705434,2018-05-17 23:54:54
京东,https://item.jd.com/1448212951.html,百灵,百灵成人电动牙刷,百灵 电动牙刷成人旋转式自动牙刷软毛防水情侣牙刷电动家用K20 红色,家用电器,89.00,300,0.96,300,9,3,0,20,"百灵 ', '旋转式自动', '软毛防水情侣', '家用K20 红色",1448212951,2018-05-17 23:54:54
京东,https://item.jd.com/11745412967.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS）)电动牙刷成人 感应充电 声波震动 HX3226牙刷  酷黑,家用电器,299.00,90,0.98,90,1,0,0,10,"飞利浦（PHILIPS）)', ' 感应充电 声波震动 HX3226', '  酷黑",11745412967,2018-05-17 23:54:54
京东,https://item.jd.com/15100546715.html,真汉子,真汉子成人电动牙刷,真汉子 儿童成人智能电动牙刷声波震动全身水洗 干电池 便携软毛刷 荧光粉,家用电器,29.00,1000,0.97,1000,10,10,3,8,"真汉子 儿童', '智能', '声波震动全身水洗 干电池 便携软毛刷 荧光粉",15100546715,2018-05-17 23:54:54
京东,https://item.jd.com/26694560914.html,吉登（JIDENG）,吉登（JIDENG）成人电动牙刷,吉登(JIDENG)声波电动牙刷成人情侣家用软毛充电自动牙刷 蒂芙尼蓝,家用电器,139.00,200,0.99,200,0,1,1,20,"吉登(JIDENG)声波', '情侣家用软毛充电自动', ' 蒂芙尼蓝",26694560914,2018-05-17 23:54:54
京东,https://item.jd.com/12569615310.html,Oracleen,Oracleen成人电动牙刷,Oracleen 小欧OraCleen电动牙刷成人充电式声波电动牙刷软毛牙刷熊本熊款 黑色,家用电器,399.00,90,1.0,90,0,0,0,7,"小欧OraCleen', '充电式声波', '软毛', '熊本熊款 黑色",12569615310,2018-05-17 23:54:54
京东,https://item.jd.com/13372028369.html,蓝韵（LANDWIND）,蓝韵（LANDWIND）成人电动牙刷,蓝韵5挡可调超声波智能震动电动牙刷 儿童成人都适用 充一次电 用三个月 俏丽粉,家用电器,269.00,50,1.0,50,0,0,0,1,"蓝韵5挡可调超声波智能震动', ' 儿童', '都适用 充一次电 用三个月 俏丽粉",13372028369,2018-05-17 23:54:54
京东,https://item.jd.com/18723118078.html,欧乐B（Oral-B）,欧乐B（Oral-B）成人电动牙刷,欧乐B（Oral-B）博朗进口欧乐b电动牙刷成人3D充电牙刷蓝牙智能ibrush5000 黑色,家用电器,599.00,10,1.0,10,0,0,0,0,"欧乐B（Oral-B）博朗进口欧乐b', '3D充电', '蓝牙智能ibrush5000 黑色",18723118078,2018-05-17 23:54:54
京东,https://item.jd.com/18542131908.html,力博得（LEBOND）,力博得（LEBOND）成人电动牙刷,力博得（LEBOND） 力博得 IN-M 声波电动牙刷 成人 旅行便携牙刷 家用智能消毒 黑色,家用电器,359.00,30,0.93,20,1,1,0,2,"力博得（LEBOND） 力博得 IN-M 声波', ' ', ' 旅行便携', ' 家用智能消毒 黑色",18542131908,2018-05-17 23:54:54
京东,https://item.jd.com/27869669554.html,百灵,百灵成人电动牙刷,百灵 电动牙刷成人充电式声波自动牙刷软毛智能牙刷家用防水K76S2 情侣款-白黑（共10个刷头）,家用电器,449.00,1,1.0,1,0,0,0,1,"百灵 ', '充电式声波自动', '软毛智能', '家用防水K76S2 情侣款-白黑（共10个刷头",27869669554,2018-05-17 23:54:54
京东,https://item.jd.com/11084007576.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷成人声波电动牙刷自动牙刷钻石亮白系列 HX9362/67 粉钻,家用电器,1199.00,400,1.0,400,0,0,10,100,"飞利浦（PHILIPS） ', '声波', '自动', '钻石亮白系列 HX9362/67 粉钻",11084007576,2018-05-17 23:54:55
京东,https://item.jd.com/6971690.html,力博得（Lebond）,力博得（Lebond）成人电动牙刷,力博得I2极光. 智享,家用电器,248.00,8500,0.97,8300,100,70,5,700,"力博得（Lebond）声波', ' ', '充电式亮白型 智能APP互联', ' 极光·智享I2（尊礼白",6971690,2018-05-17 23:54:55
京东,https://item.jd.com/19921918482.html,东特（DHONT）,东特（DHONT）成人电动牙刷,东特（DHONT） DT-66 价电动牙刷 声波式震动牙刷儿童成人电动牙刷 含刷头*2特惠装 粉红色,家用电器,59.00,800,0.99,800,2,4,2,20,"东特（DHONT） DT-66 价', ' 声波式震动', '儿童', ' 含刷头*2特惠装 粉红色",19921918482,2018-05-17 23:54:55
京东,https://item.jd.com/11546592541.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS）电动牙刷成人充电式声波震动牙刷 青春系列 带齿间护理刷头舌苔刷 奔放蓝HX6275/63-配5支刷头,家用电器,649.00,1600,0.99,1600,6,4,50,400,"飞利浦（PHILIPS）', '充电式声波震动', ' 青春系列 带齿间护理刷头舌苔刷 奔放蓝HX6275/63-配5支刷头",11546592541,2018-05-17 23:54:55
京东,https://item.jd.com/27860166378.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS）电动牙刷成人充电声波震动情侣自动牙刷钻石亮白型 三口之家（HX9924情侣款+ HX6322儿童款,家用电器,3299.00,1,1.0,1,0,0,0,0,"飞利浦（PHILIPS）', '充电声波震动情侣自动', '钻石亮白型 三口之家（HX9924情侣款+ HX6322儿童款",27860166378,2018-05-17 23:54:55
京东,https://item.jd.com/26071855365.html,未来家,未来家成人电动牙刷,未来家 电动牙刷 声波感应电动牙刷 充电式牙刷 防水型配刷头 成人儿童电牙刷 粉红色电池款,家用电器,39.90,30,1.0,30,0,0,0,1,"未来家 ', ' 声波感应', ' 充电式', ' 防水型配刷头 ', '儿童电', ' 粉红色电池款",26071855365,2018-05-17 23:54:55
京东,https://item.jd.com/10647828341.html,亮星（LIANGXING）,亮星（LIANGXING）成人电动牙刷,亮星（LIANGXING） 亮星A39PLUS声波电动牙刷成人儿童家用感应充电式 粉红色,家用电器,59.90,1600,0.98,1500,10,8,8,100,"亮星（LIANGXING） 亮星A39PLUS声波', '儿童家用感应充电式 粉红色",10647828341,2018-05-17 23:54:55
京东,https://item.jd.com/27207846927.html,吉登（JIDENG）,吉登（JIDENG）成人电动牙刷,吉登（JIDENG）声波电动牙刷成人情侣软毛自动牙刷非充电 绅士黑-升级装4刷头,家用电器,139.00,3000,0.99,3000,10,10,3,80,"吉登（JIDENG）声波', '情侣软毛自动', '非充电 绅士黑-升级装4刷头",27207846927,2018-05-17 23:54:55
京东,https://item.jd.com/12573619177.html,舒客,舒客成人电动牙刷,舒客 Saky/ 成人声波电动牙刷G2212标配2刷头 全身防水USB便携充电【送牙膏】 黑白色【赠送二只舒客牙膏】,家用电器,169.00,100,0.99,100,1,0,0,2,"舒客 Saky/ ', '声波', 'G2212标配2刷头 全身防水USB便携充电【送牙膏】 黑白色【赠送二只舒客牙膏",12573619177,2018-05-17 23:54:55
京东,https://item.jd.com/28122282847.html,langtian,langtian成人电动牙刷,langtian浪天电动牙刷成人家用情侣无需充电式声波自动牙刷软毛防水 象牙白-AA款-4刷头+电池+刷头盖,家用电器,129.90,5,1.0,5,0,0,0,5,"浪天', '家用情侣无需充电式声波自动', '软毛防水 象牙白-AA款-4刷头+电池+刷头盖",28122282847,2018-05-17 23:54:55
京东,https://item.jd.com/23254331937.html,罗曼（ROAMAN）,罗曼（ROAMAN）成人电动牙刷,罗曼（ROAMAN） 电动牙刷成人 自动牙刷充电式家用防水软毛电动牙刷头儿童声波牙刷T5 罗曼T5 樱花粉,家用电器,279.00,30,0.9,30,0,3,0,1,"罗曼（ROAMAN） ', ' 自动', '充电式家用防水软毛', '头儿童声波', 'T5 罗曼T5 樱花粉",23254331937,2018-05-17 23:54:55
京东,https://item.jd.com/26757468976.html,康途（KANGTU）,康途（KANGTU）成人电动牙刷,声波电动牙刷成人充电式牙刷防水自动震动电动牙刷情侣 E7000-粉色【配6刷头】,家用电器,249.00,3,1.0,3,0,0,0,1,"声波', '充电式', '防水自动震动', '情侣 E7000-粉色【配6刷头",26757468976,2018-05-17 23:54:55
